"Test ID","Test Name","Business Title","Feature Area","Severity","Status","Start Time","Stop Time","Duration (s)","Browser","Tags","Created At","Updated At","Monitor Status"
"PTC_001_VISIBILITY","🏢 Page Visibility and Element Layouts","Verify Company Management screen visibility","UI Tenant - Company-viewer","Normal","✅ Passed","09 Jun 2026, 04:24:26 pm","09 Jun 2026, 04:24:45 pm","18.88 s","Chromium","visibility, tenant","2026-06-01","2026-06-01","Normal"
"PTC_001_VISIBILITY","🏢 Page Visibility and Element Layouts","Verify Company Management screen visibility","UI Tenant - Company-viewer","Normal","✅ Passed","09 Jun 2026, 04:24:25 pm","09 Jun 2026, 04:24:43 pm","18.50 s","Chromium","visibility, tenant","2026-06-01","2026-06-01","Normal"
"PTC_009_CREATE","🚀 Positive Creations","Minimal Valid Company Flow","UI Tenant - Company","Normal","✅ Passed","09 Jun 2026, 04:25:08 pm","09 Jun 2026, 04:25:23 pm","15.17 s","Chromium","create, tenant","2026-06-01","2026-06-01","Normal"
"PTC_013_SEARCH","🔍 Search and Filter Scenarios","Valid partial name 'Emirates'","UI Tenant - Company","Normal","✅ Passed","09 Jun 2026, 04:25:23 pm","09 Jun 2026, 04:25:32 pm","9.41 s","Chromium","search, tenant","2026-06-01","2026-06-01","Normal"
"PTC_018_SEARCH","🔍 Search and Filter Scenarios","Search by exact Company Name","UI Tenant - Company-viewer","Normal","✅ Passed","09 Jun 2026, 04:24:43 pm","09 Jun 2026, 04:24:58 pm","14.43 s","Chromium","search, tenant","2026-06-01","2026-06-01","Normal"
"PTC_030_INTERACTION","⚙️ Interactions and Dialog Actions","Refresh Page Action","UI Tenant - Company","Normal","✅ Passed","09 Jun 2026, 04:25:50 pm","09 Jun 2026, 04:25:59 pm","8.55 s","Chromium","interaction, tenant","2026-06-01","2026-06-01","Normal"
"PTC_043_INTERACTION","⚙️ Interactions, Pagination and Sorting","Verify page size changes","UI Tenant - Company-viewer","Normal","❌ Failed","09 Jun 2026, 04:25:17 pm","09 Jun 2026, 04:25:37 pm","19.55 s","Chromium","interaction, tenant","2026-06-01","2026-06-01","Normal"
"SELLER_001","Create Seller - Success","Create Seller - Success","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:15 pm","09 Jun 2026, 04:08:17 pm","1.42 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"SELLER_002","Create Seller - Unauthenticated","Create Seller - Unauthenticated","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:14 pm","09 Jun 2026, 04:08:14 pm","0.05 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"SELLER_003","Search Sellers - Success","Search Sellers - Success","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:14 pm","09 Jun 2026, 04:08:14 pm","0.39 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"SELLER_004","List Sellers - Success","List Sellers - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:16 pm","09 Jun 2026, 04:08:16 pm","0.66 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"SELLER_005","List Sellers - Without Body","List Sellers - Without Body","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:14 pm","09 Jun 2026, 04:08:14 pm","0.33 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"SELLER_006","Get Seller By ID - Success","Get Seller By ID - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:14 pm","09 Jun 2026, 04:08:15 pm","0.43 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"SELLER_007","Update Seller - Success","Update Seller - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:16 pm","09 Jun 2026, 04:08:17 pm","0.89 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"SELLER_008","Delete Seller - Success","Delete Seller - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:16 pm","09 Jun 2026, 04:08:17 pm","0.79 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"SELLER_009","List Sellers By Company ID - Success","List Sellers By Company ID - Success","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:17 pm","09 Jun 2026, 04:08:18 pm","0.99 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"ST-SPEC-001","Verify Code accepts valid state code format with hyphen","","","","✅ Passed","09 Jun 2026, 04:21:06 pm","09 Jun 2026, 04:21:28 pm","21.35 s","Chromium","","—","—","Normal"
"ST-SPEC-002","Verify invalid Code format without hyphen is rejected","","","","✅ Passed","09 Jun 2026, 04:21:06 pm","09 Jun 2026, 04:21:28 pm","21.66 s","Chromium","","—","—","Normal"
"ST-SPEC-003","Verify invalid lowercase Code is rejected","","","","✅ Passed","09 Jun 2026, 04:21:12 pm","09 Jun 2026, 04:21:35 pm","22.33 s","Chromium","","—","—","Normal"
"ST-SPEC-004","Verify invalid mixed case Code is rejected","","","","✅ Passed","09 Jun 2026, 04:21:14 pm","09 Jun 2026, 04:21:36 pm","21.34 s","Chromium","","—","—","Normal"
"ST-SPEC-005","Verify country selection persistence","","","","✅ Passed","09 Jun 2026, 04:21:25 pm","09 Jun 2026, 04:21:44 pm","19.12 s","Chromium","","—","—","Normal"
"SYS_HEALTH_001","System: Public Health Check","Public Health Check","API System.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:00 pm","09 Jun 2026, 04:10:00 pm","0.01 s","Chromium","system.data.json","2026-06-01","2026-06-01","Normal"
"TC_COMP_001","🏢 Page Visibility and Element Layouts","Verify Company Management page visibility","UI Company - Company","Normal","❌ Failed","09 Jun 2026, 04:10:28 pm","09 Jun 2026, 04:10:44 pm","16.60 s","Chromium","visibility, company","2026-06-01","2026-06-01","Normal"
"TC_COMP_003","🔍 Search and Filter Scenarios","Valid partial name 'Emirates'","UI Company - Company","Normal","⏭️ Skipped","09 Jun 2026, 04:10:46 pm","09 Jun 2026, 04:10:46 pm","0.00 s","Chromium","search, company","2026-06-01","2026-06-01","Normal"
"TC_COMP_005","⚙️ Interactions and Dialog Actions","Refresh Page","UI Company - Company","Normal","⏭️ Skipped","09 Jun 2026, 04:10:46 pm","09 Jun 2026, 04:10:46 pm","0.00 s","Chromium","interaction, company","2026-06-01","2026-06-01","Normal"
"TC_COMP_006","❌ Validation and Negative Rules","Company Code is required","UI Company - Company","Normal","⏭️ Skipped","09 Jun 2026, 04:10:46 pm","09 Jun 2026, 04:10:46 pm","0.00 s","Chromium","validation, company","2026-06-01","2026-06-01","Normal"
"TC_COMP_009","🚀 Positive Creations","Minimalist Company Flow","UI Company - Company","Normal","⏭️ Skipped","09 Jun 2026, 04:10:46 pm","09 Jun 2026, 04:10:46 pm","0.00 s","Chromium","create, company","2026-06-01","2026-06-01","Normal"
"TC_COMP_DASH_001","Verify available credits visibility","Verify available credits visibility","UI Company - Dashboard","Normal","✅ Passed","09 Jun 2026, 04:11:13 pm","09 Jun 2026, 04:11:37 pm","24.46 s","Chromium","visibility, company","2026-06-01","2026-06-01","Normal"
"TC_COMP_DASH_002","Verify Total Invoices KPI","Verify Total Invoices KPI","UI Company - Dashboard","Normal","✅ Passed","09 Jun 2026, 04:11:17 pm","09 Jun 2026, 04:11:40 pm","23.00 s","Chromium","kpi, company","2026-06-01","2026-06-01","Normal"
"TC_COMP_DASH_003","Verify Approved Invoices KPI","Verify Approved Invoices KPI","UI Company - Dashboard","Normal","✅ Passed","09 Jun 2026, 04:11:35 pm","09 Jun 2026, 04:11:57 pm","22.68 s","Chromium","kpi, company","2026-06-01","2026-06-01","Normal"
"TC_COMP_DASH_004","Verify navigation to Buy Credits","Verify navigation to Buy Credits","UI Company - Dashboard","Normal","✅ Passed","09 Jun 2026, 04:11:35 pm","09 Jun 2026, 04:11:57 pm","22.64 s","Chromium","navigation, company","2026-06-01","2026-06-01","Normal"
"TC_PLAT_DASH_001","Verify Platform KPI Metrics visibility","Verify Platform KPI Metrics visibility","UI Platform - Platform_dashboard","Normal","✅ Passed","09 Jun 2026, 04:21:53 pm","09 Jun 2026, 04:22:09 pm","16.03 s","Chromium","metrics_visibility, platform","2026-06-01","2026-06-01","Normal"
"TC_PLAT_DASH_002","Verify E-Invoice Stats widgets","Verify E-Invoice Stats widgets","UI Platform - Platform_dashboard","Normal","✅ Passed","09 Jun 2026, 04:21:55 pm","09 Jun 2026, 04:22:13 pm","17.83 s","Chromium","invoice_stats, platform","2026-06-01","2026-06-01","Normal"
"TC_PLAT_DASH_003","Verify Platform Sidebar navigation links","Verify Platform Sidebar navigation links","UI Platform - Platform_dashboard","Normal","✅ Passed","09 Jun 2026, 04:22:04 pm","09 Jun 2026, 04:22:19 pm","15.32 s","Chromium","sidebar_check, platform","2026-06-01","2026-06-01","Normal"
"TC_PLAT_DASH_004","Verify Theme Toggle functionality","Verify Theme Toggle functionality","UI Platform - Platform_dashboard","Normal","✅ Passed","09 Jun 2026, 04:22:05 pm","09 Jun 2026, 04:22:21 pm","16.18 s","Chromium","theme_toggle, platform","2026-06-01","2026-06-01","Normal"
"TC_PLAT_DASH_005","Verify User Menu visibility","Verify User Menu visibility","UI Platform - Platform_dashboard","Normal","✅ Passed","09 Jun 2026, 04:22:06 pm","09 Jun 2026, 04:22:23 pm","16.77 s","Chromium","user_menu, platform","2026-06-01","2026-06-01","Normal"
"TC_PLAT_DASH_006","Verify Language Switch options","Verify Language Switch options","UI Platform - Platform_dashboard","Normal","✅ Passed","09 Jun 2026, 04:22:07 pm","09 Jun 2026, 04:22:22 pm","15.34 s","Chromium","language_check, platform","2026-06-01","2026-06-01","Normal"
"TC_PLAT_DASH_007","Verify Notifications panel visibility","Verify Notifications panel visibility","UI Platform - Platform_dashboard","Normal","✅ Passed","09 Jun 2026, 04:22:09 pm","09 Jun 2026, 04:22:25 pm","16.58 s","Chromium","interaction, platform","2026-06-01","2026-06-01","Normal"
"TC_SET_001","Verify switching to Dark Mode","User can switch to Dark Mode for comfortable viewing in low-light environments","User Preferences","Normal","❌ Failed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:22 pm","16.70 s","Chromium","theme, ui, personalisation, dark-mode, theme_switch","2026-06-01","2026-06-01","Normal"
"TC_SET_002","Verify switching to Light Mode","User can restore default Light Mode for standard display","User Preferences","Normal","❌ Failed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:23 pm","17.17 s","Chromium","theme, ui, personalisation, light-mode, theme_switch","2026-06-01","2026-06-01","Normal"
"TC_SET_003","Verify selecting Purple accent color","User can personalise the app colour scheme to match their brand identity","User Preferences","Minor","❌ Failed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:21 pm","15.20 s","Chromium","accent-color, ui, personalisation, branding, accent_color","2026-06-01","2026-06-01","Normal"
"TC_SET_004","Verify enabling High Contrast","Accessibility — High Contrast mode improves visibility for users with visual impairments","Accessibility","Critical","❌ Failed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:23 pm","17.63 s","Chromium","accessibility, high-contrast, WCAG, a11y","2026-06-01","2026-06-01","Normal"
"TC_SET_005","Verify enabling Reduce Motion","Accessibility — Reduce Motion protects users who are sensitive to animated content","Accessibility","Critical","❌ Failed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:22 pm","16.55 s","Chromium","accessibility, reduce-motion, WCAG, a11y","2026-06-01","2026-06-01","Normal"
"TC_TAX_INT_001","Filter: By Country 'United Arab Emirates'","By Country 'United Arab Emirates'","UI Platform - Tax_config","Normal","❌ Failed","09 Jun 2026, 04:22:41 pm","09 Jun 2026, 04:23:13 pm","32.68 s","Chromium","interaction, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_INT_002","Interaction: Toggle Active Status","Toggle Active Status","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:41 pm","09 Jun 2026, 04:23:01 pm","19.92 s","Chromium","interaction, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_INT_003","Dialog: Verify Zero Rate Switch","Verify Zero Rate Switch","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:45 pm","09 Jun 2026, 04:23:04 pm","19.37 s","Chromium","interaction, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_INT_004","Dialog: Verify Exemption Switch","Verify Exemption Switch","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:53 pm","09 Jun 2026, 04:23:12 pm","19.53 s","Chromium","interaction, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_INT_005","Dialog: Verify mutual exclusivity of switches","Verify mutual exclusivity of switches","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:23:00 pm","09 Jun 2026, 04:23:22 pm","22.24 s","Chromium","interaction, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_VAL_001","Verify navigation to Tax Configuration","Verify navigation to Tax Configuration","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:13 pm","09 Jun 2026, 04:22:28 pm","15.30 s","Chromium","visibility, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_VAL_002","Verify Create Tax Config dialog visibility","Verify Create Tax Config dialog visibility","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:19 pm","09 Jun 2026, 04:22:37 pm","18.31 s","Chromium","interaction, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_VAL_003","Verify mandatory field validation - Tax Type Code","Verify mandatory field validation - Tax Type Code","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:21 pm","09 Jun 2026, 04:22:41 pm","19.73 s","Chromium","validation, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_VAL_004","Verify rate validation - standard rate > 100","Verify rate validation - standard rate > 100","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:22 pm","09 Jun 2026, 04:22:40 pm","18.22 s","Chromium","validation, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_VAL_005","Verify rate validation - negative rate","Verify rate validation - negative rate","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:23 pm","09 Jun 2026, 04:22:45 pm","21.79 s","Chromium","validation, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_VAL_010","Validation: Rate with 3 decimals","Rate with 3 decimals","UI Platform - Tax_config","Normal","❌ Failed","09 Jun 2026, 04:22:26 pm","09 Jun 2026, 04:23:03 pm","37.20 s","Chromium","validation, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_VAL_011","Validation: Rate exactly 100.01","Rate exactly 100.01","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:28 pm","09 Jun 2026, 04:22:53 pm","24.50 s","Chromium","validation, platform","2026-06-01","2026-06-01","Normal"
"TC_TAX_VAL_012","Validation: Rate exactly -0.01","Rate exactly -0.01","UI Platform - Tax_config","Normal","✅ Passed","09 Jun 2026, 04:22:38 pm","09 Jun 2026, 04:23:00 pm","22.04 s","Chromium","validation, platform","2026-06-01","2026-06-01","Normal"
"TC-001-BUYER-VISIBILITY","P-001 to P-005, N-028, N-038: Verify Buyers page loads successfully, displays columns and the add buyer button","P-001 to P-005, N-028, N-038: Verify Buyers page loads successfully, displays columns and the add buyer button","Layout","Normal","✅ Passed","09 Jun 2026, 04:10:10 pm","09 Jun 2026, 04:10:33 pm","22.63 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-CMP-VISIBILITY","Verify Company Management tab loads successfully, showing columns and action options (Edit/Suspend)","Verify Company Management tab loads successfully, showing columns and action options (Edit/Suspend)","Layout","Normal","✅ Passed","09 Jun 2026, 04:23:01 pm","09 Jun 2026, 04:23:34 pm","32.98 s","Chromium","layout, visibility, platform","2026-06-01","2026-06-01","Normal"
"TC-001-COMP-DET-VISIBILITY","PTC-001 to 020, PTC-039, 040: Verify page loads successfully with all Basic Info and Contact & Address sections, field values, and alignments in read-only mode","PTC-001 to 020, PTC-039, 040: Verify page loads successfully with all Basic Info and Contact & Address sections, field values, and alignments in read-only mode","Fields","Normal","✅ Passed","09 Jun 2026, 04:11:57 pm","09 Jun 2026, 04:12:42 pm","44.91 s","Chromium","fields, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-CREDIT-TRANSFERS-VISIBILITY","Verify Credit Transfers page loads successfully, displays columns, add button, and row click behavior","Verify Credit Transfers page loads successfully, displays columns, add button, and row click behavior","Layout","Normal","✅ Passed","09 Jun 2026, 04:10:28 pm","09 Jun 2026, 04:10:55 pm","27.29 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-DELIVERY-INFO-VISIBILITY","Verify Delivery Information page loads successfully, displays columns, add button, and row click behavior","Verify Delivery Information page loads successfully, displays columns, add button, and row click behavior","Layout","Normal","✅ Passed","09 Jun 2026, 04:11:37 pm","09 Jun 2026, 04:11:59 pm","21.27 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-DET-VISIBILITY","Verify Tenant Details page loads successfully with general info cards, update button, and cancel button","Verify Tenant Details page loads successfully with general info cards, update button, and cancel button","Layout","Normal","✅ Passed","09 Jun 2026, 04:23:22 pm","09 Jun 2026, 04:23:46 pm","23.39 s","Chromium","layout, visibility, platform","2026-06-01","2026-06-01","Normal"
"TC-001-EXCHANGE-RATES-VISIBILITY","Verify Exchange Rates page loads successfully, displays columns, add button, and row click behavior","Verify Exchange Rates page loads successfully, displays columns, add button, and row click behavior","Layout","Normal","✅ Passed","09 Jun 2026, 04:13:14 pm","09 Jun 2026, 04:13:42 pm","27.32 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-INVOICE-TERMS-VISIBILITY","Verify Invoice Terms page loads successfully, displays columns, add button, and row click behavior","Verify Invoice Terms page loads successfully, displays columns, add button, and row click behavior","Layout","Normal","✅ Passed","09 Jun 2026, 04:13:32 pm","09 Jun 2026, 04:13:59 pm","26.56 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-ITEM-VISIBILITY","PTC-001 to 003, PTC-009 to 014: Verify items page loads successfully with all columns and controls in read-only state","PTC-001 to 003, PTC-009 to 014: Verify items page loads successfully with all columns and controls in read-only state","Layout","Normal","✅ Passed","09 Jun 2026, 04:13:59 pm","09 Jun 2026, 04:14:38 pm","39.20 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-PAYEE-VISIBILITY","PTC_001, PTC_002, PTC_003, PTC_033, PTC_034, PTC_048: Verify Payees page loads successfully, displays columns, add button, and row click behavior","PTC_001, PTC_002, PTC_003, PTC_033, PTC_034, PTC_048: Verify Payees page loads successfully, displays columns, add button, and row click behavior","Layout","Normal","✅ Passed","09 Jun 2026, 04:14:56 pm","09 Jun 2026, 04:15:22 pm","25.46 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-PAYMENT-INSTR-VISIBILITY","Verify Payment Instructions page loads successfully, displays columns, add button, and row click behavior","Verify Payment Instructions page loads successfully, displays columns, add button, and row click behavior","Layout","Normal","✅ Passed","09 Jun 2026, 04:15:22 pm","09 Jun 2026, 04:15:51 pm","28.84 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-SELLER-VISIBILITY","PTC_001, PTC_002, PTC_004, PTC_005, PTC_006, PTC_008, PTC_022: Verify Sellers page loads, displays columns, add button, and row click behavior","PTC_001, PTC_002, PTC_004, PTC_005, PTC_006, PTC_008, PTC_022: Verify Sellers page loads, displays columns, add button, and row click behavior","Layout","Normal","✅ Passed","09 Jun 2026, 04:16:27 pm","09 Jun 2026, 04:16:46 pm","19.73 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-TAX-REP-VISIBILITY","Verify Tax Representatives page loads successfully, displays columns, add button, and row click behavior","Verify Tax Representatives page loads successfully, displays columns, add button, and row click behavior","Layout","Normal","✅ Passed","09 Jun 2026, 04:16:06 pm","09 Jun 2026, 04:16:27 pm","20.91 s","Chromium","layout, visibility, company","2026-06-01","2026-06-01","Normal"
"TC-001-TEN-VISIBILITY","Verify Customer Management page visibility, title, and Excel export button","Verify Customer Management page visibility, title, and Excel export button","Layout","Normal","✅ Passed","09 Jun 2026, 04:23:59 pm","09 Jun 2026, 04:24:16 pm","17.94 s","Chromium","layout, visibility, platform","2026-06-01","2026-06-01","Normal"
"TC-001-USR-VISIBILITY","Verify User Management page loads successfully, displays columns, and create user button","Verify User Management page loads successfully, displays columns, and create user button","Layout","Normal","✅ Passed","09 Jun 2026, 04:23:53 pm","09 Jun 2026, 04:24:10 pm","17.28 s","Chromium","layout, visibility, platform","2026-06-01","2026-06-01","Normal"
"TC-001-VISIBILITY-LAYOUT","🏢 Creator Role Visibility and Security Constraints","P-017, P-018, P-042, P-092, P-100, P-137, P-138, N-035, N-036, N-037, N-080, N-081, N-132, N-133, N-150: Creator Role Visibility and Security Constraints","Layout","Normal","✅ Passed","09 Jun 2026, 04:17:12 pm","09 Jun 2026, 04:17:48 pm","35.26 s","Chromium","layout, visibility, invoice","2026-06-01","2026-06-01","Normal"
"TC-002-BUYER-VALIDATION-NEGATIVE","P-007 to P-009, N-001 to N-013, N-016, N-017, N-030 to N-032, N-042, N-044, N-048: Verify input validations on empty and invalid values","P-007 to P-009, N-001 to N-013, N-016, N-017, N-030 to N-032, N-042, N-044, N-048: Verify input validations on empty and invalid values","Invalid-form","Normal","✅ Passed","09 Jun 2026, 04:10:08 pm","09 Jun 2026, 04:10:55 pm","47.45 s","Chromium","invalid-form, validation, company","2026-06-01","2026-06-01","Normal"
"TC-002-CMP-VALIDATION-NEGATIVE","Verify edit validations (TRN format/limit, blank fields, name numeric/special limits, script/SQL injection)","Verify edit validations (TRN format/limit, blank fields, name numeric/special limits, script/SQL injection)","Invalid-form","Normal","✅ Passed","09 Jun 2026, 04:23:04 pm","09 Jun 2026, 04:24:02 pm","57.51 s","Chromium","invalid-form, validation, platform","2026-06-01","2026-06-01","Normal"
"TC-002-COMP-DET-NAV-TABS","PTC-021 to 027, PTC-048: Verify Information tab is active by default and navigating to other tabs highlights the active tab correctly","PTC-021 to 027, PTC-048: Verify Information tab is active by default and navigating to other tabs highlights the active tab correctly","Tabs","Normal","✅ Passed","09 Jun 2026, 04:11:58 pm","09 Jun 2026, 04:12:50 pm","52.06 s","Chromium","tabs, navigation, company","2026-06-01","2026-06-01","Normal"
"TC-002-CREDIT-TRANSFERS-ROLE-ACCESS","Verify access restrictions for non-admin user on Credit Transfers","Verify access restrictions for non-admin user on Credit Transfers","Permissions","Normal","✅ Passed","09 Jun 2026, 04:10:33 pm","09 Jun 2026, 04:11:16 pm","43.08 s","Chromium","permissions, role-access, company","2026-06-01","2026-06-01","Normal"
"TC-002-DELIVERY-INFO-ROLE-ACCESS","Verify access restrictions for non-admin user on Delivery Information","Verify access restrictions for non-admin user on Delivery Information","Permissions","Normal","✅ Passed","09 Jun 2026, 04:11:40 pm","09 Jun 2026, 04:12:18 pm","38.64 s","Chromium","permissions, role-access, company","2026-06-01","2026-06-01","Normal"
"TC-002-DET-VALIDATION-NEGATIVE","Verify edit inputs validation rules (empty values, special characters, decimals, negative bounds)","Verify edit inputs validation rules (empty values, special characters, decimals, negative bounds)","Invalid-form","Normal","✅ Passed","09 Jun 2026, 04:23:34 pm","09 Jun 2026, 04:24:24 pm","50.12 s","Chromium","invalid-form, validation, platform","2026-06-01","2026-06-01","Normal"
"TC-002-DRAFT-LIFECYCLE","💾 Draft Invoice Operations and Lifecycle","P-001, P-033, P-034, P-051, P-055, P-058, P-074, P-082, P-094, P-096, P-098, P-106, P-107, P-115, P-116, P-128, P-136, N-096, N-135: Draft Invoice Operations and Lifecycle","UI Invoice - Invoice","Normal","✅ Passed","09 Jun 2026, 04:17:48 pm","09 Jun 2026, 04:19:02 pm","74.54 s","Chromium","draft-lifecycle, invoice","2026-06-01","2026-06-01","Normal"
"TC-002-EXCHANGE-RATES-ROLE-ACCESS","Verify access restrictions for non-admin user on Exchange Rates","Verify access restrictions for non-admin user on Exchange Rates","Permissions","Normal","✅ Passed","09 Jun 2026, 04:13:18 pm","09 Jun 2026, 04:14:17 pm","59.09 s","Chromium","permissions, role-access, company","2026-06-01","2026-06-01","Normal"
"TC-002-INVOICE-TERMS-ROLE-ACCESS","Verify access restrictions for non-admin user on Invoice Terms","Verify access restrictions for non-admin user on Invoice Terms","Permissions","Normal","✅ Passed","09 Jun 2026, 04:13:42 pm","09 Jun 2026, 04:14:36 pm","53.73 s","Chromium","permissions, role-access, company","2026-06-01","2026-06-01","Normal"
"TC-002-ITEM-SEARCH","PTC-004 to 008, NTC-002, 003, 035, 036, 050: Verify search functionality with exact, partial, case-insensitive, special, blank, script tags, and SQL injection inputs","PTC-004 to 008, NTC-002, 003, 035, 036, 050: Verify search functionality with exact, partial, case-insensitive, special, blank, script tags, and SQL injection inputs","Search-input","Normal","✅ Passed","09 Jun 2026, 04:14:10 pm","09 Jun 2026, 04:15:00 pm","50.18 s","Chromium","search-input, search, company","2026-06-01","2026-06-01","Normal"
"TC-002-PAYEE-ROLE-ACCESS","NTC_032, NTC_033: Verify access restrictions for non-admin user","NTC_032, NTC_033: Verify access restrictions for non-admin user","Permissions","Normal","✅ Passed","09 Jun 2026, 04:15:00 pm","09 Jun 2026, 04:15:54 pm","53.19 s","Chromium","permissions, role-access, company","2026-06-01","2026-06-01","Normal"
"TC-002-PAYMENT-INSTR-ROLE-ACCESS","Verify access restrictions for non-admin user on Payment Instructions","Verify access restrictions for non-admin user on Payment Instructions","Permissions","Normal","✅ Passed","09 Jun 2026, 04:15:25 pm","09 Jun 2026, 04:16:15 pm","50.06 s","Chromium","permissions, role-access, company","2026-06-01","2026-06-01","Normal"
"TC-002-SELLER-ROLE-ACCESS","PTC_003, NTC_030, NTC_049, NTC_050: Verify access restrictions for non-admin user","PTC_003, NTC_030, NTC_049, NTC_050: Verify access restrictions for non-admin user","Permissions","Normal","✅ Passed","09 Jun 2026, 04:16:33 pm","09 Jun 2026, 04:17:16 pm","43.01 s","Chromium","permissions, role-access, company","2026-06-01","2026-06-01","Normal"
"TC-002-TAX-REP-ROLE-ACCESS","Verify access restrictions for non-admin user","Verify access restrictions for non-admin user","Permissions","Normal","✅ Passed","09 Jun 2026, 04:16:15 pm","09 Jun 2026, 04:16:50 pm","35.51 s","Chromium","permissions, role-access, company","2026-06-01","2026-06-01","Normal"
"TC-002-TEN-VALIDATION-NEGATIVE","Verify Tenant input validation rules for empty, duplicate, or incorrect values","Verify Tenant input validation rules for empty, duplicate, or incorrect values","Invalid-form","Normal","✅ Passed","09 Jun 2026, 04:24:17 pm","09 Jun 2026, 04:24:50 pm","33.35 s","Chromium","invalid-form, validation, platform","2026-06-01","2026-06-01","Normal"
"TC-002-USR-VALIDATION-NEGATIVE","Verify user validation rules for empty, duplicate, or invalid values","Verify user validation rules for empty, duplicate, or invalid values","Invalid-form","Normal","✅ Passed","09 Jun 2026, 04:24:02 pm","09 Jun 2026, 04:24:53 pm","51.27 s","Chromium","invalid-form, validation, platform","2026-06-01","2026-06-01","Normal"
"TC-003-BUYER-CREATE-POSITIVE","P-006, P-017, P-018, P-020 to P-026: Verify successful Buyer creation with valid formats and limits","P-006, P-017, P-018, P-020 to P-026: Verify successful Buyer creation with valid formats and limits","Valid-form","Normal","✅ Passed","09 Jun 2026, 04:10:13 pm","09 Jun 2026, 04:11:12 pm","58.97 s","Chromium","valid-form, create, company","2026-06-01","2026-06-01","Normal"
